index,address,token_1,token_0,fee
151,0xfF33C0E8Fe0957A8EA7F79A1A581cB9c6Fb82f8A,WETH,GNS,5
152,0xC91B7b39BBB2c733f0e7459348FD0c80259c8471,WETH,GNS,30
153,0xfB30135d5bDe908b88E5422baa6093065304D98b,WETH,GNS,100
154,0x928653F143940Db34214EAA64A7932a357E2982A,WETH,EMP,30
155,0x0AD1e922e764dF5AB6D636F5D21Ecc2e41E827f0,WETH,EMP,100
156,0x23B3a0f156964c2fd1978c99D4E14537f0496b0C,HMX,WETH,1
157,0x57f2C82fA26cd098BC87d87d365d3b90e93760f9,HMX,WETH,5
158,0x05bbaAA020Ff6BeA107a9A1e06d2fEB7BFD79Ed2,HMX,WETH,30
159,0x5978118e0455B5dDf8868E1272d6a21F33C5190c,HMX,WETH,100
160,0xeAb334f32648141b718ab12C820A556F72bCb7D1,WETH,FUC,1
161,0xd86bdaFB4Fa3c0A6CE77A67252d865BAA55b12b9,WETH,FUC,30
162,0x0B0E4187519e0597858a0026Edc7300ff3A39a4C,WETH,FUC,100
163,0x693598C32A5CDe2273e18a940c173437E5128343,WETH,HDN,30
164,0x862434dB202E0BE98Ec389Ad60c9bf8A74AE3a65,WETH,HDN,100
165,0xDCC3AC7668d46f44434BF1ffe57A37e25cA3aCf3,WETH,MCB,30
166,0x3788156ac53b52b5178c78eAE873aBA4e2cCB4e6,WETH,MCB,100
167,0x4d834a9b910E6392460eBcfB59F8EEf27D5c19Ff,WETH,PREMIA,30
168,0x4b220d875a5951244896B2F3D7f1545b2A3d0D5f,WETH,PREMIA,100
169,0x5E9Bf7B6d24414229175d08feF79C69619Bfc80d,ARCHI,WETH,5
170,0x1b4A3f6Ad0B7254E373F47a3e442EeA60Af693FC,ARCHI,WETH,30
171,0x4C94fe5A8098F8107D1Fb7d73298d307F2BCC13B,ARCHI,WETH,100
172,0xBeD440e703f648823F25D5f76346B96B70bA148c,AZVT,WETH,30
173,0x3F31966445d4aDFAE219FD34771C13c6bA2e38E8,AZVT,WETH,100
174,0x9Da89fe4e9Ac00C8fB2ACC9A11895369123f5C17,WETH,IGS,1
175,0x92f4Fd0e7BefEf4Ae88a635564bAd9b82C5b20be,WETH,IGS,30
176,0xC7A8dFE31A222E85704a8D6dF03a0602F61EDd7d,KNC,WETH,100
177,0xCA60Ec3F0C7e3B376bD36C4D6bCD016522F9eDC1,WETH,JOE,5
178,0x786c8A25C9a480cdedf3BBb4c3576466BDE92ea1,WETH,JOE,30
179,0x809e6D99967164f4e212bf96953712F609E1E22b,WETH,JOE,100
180,0x1087a3254c35A7809CD6112422EA195ECDa6E993,WETH,DODO,30
181,0xe01F2E785a2947eb1E81b6ffd56E765bBF06d80c,WETH,CAKE,100
182,0x26654aB917A904D2176948954a51C13fB8445d13,WETH,VELA,5
183,0x0cE541eAC2aDf14C8EEeB36D588A5DB21Df9e6C6,WETH,VELA,30
184,0xce0c908039fdd8eAC210e9B6D17ec9003bD83B0e,WETH,VELA,100
185,0x68c6D75303382b3e3AdC72090a7A92C42b2eD9f7,WETH,GRAIL,5
186,0x2dac928547e9e16911AeE5a5eBd6D9EE545A42dc,WETH,GRAIL,30
187,0x7244BCf6226077c393B7c98c0CeC6C8C3cE9427e,WETH,GRAIL,100
188,0x0abAFD5D73D932E6f75Def9d847F1401B25c8b65,WETH,LON,100
189,0xe3466d556A89AdC56D6DB0b9f0610eD747226Ddd,WETH,HEGIC,1
190,0x1DFc1054E0e2A10E33C9ca21aaD5AA8A1cCe91e3,WETH,HEGIC,5
191,0x6186D66d62fCBF7facB2122627Ab51F8E1AFDbEF,WETH,HEGIC,30
192,0x07bDCFDe3593010B33aeF9A9C8cc0962ace614C5,WETH,HEGIC,100
193,0x112e05d5b51Cd21006872f469CDA427Cd0e36e5D,WETH,SPA,30
194,0xc94560e81cE1a78b2A5f686a9a913e8560c00234,WETH,SPA,100
195,0x5aeB073159654d25F53122915718e267bCeCDfF1,WETH,ALCX,100
196,0x724661f26Fd3Ad6F2Ba53B9931E594896c706570,FUSE,WETH,100
197,0x30d21cbc75C3d8Aad30D0d80030c9CDdFE60933f,LVL,WETH,5
198,0xAe01742c60bEE26186fc1dDC11fCB041C3472E07,LVL,WETH,30
199,0xCeCd7FE53bEFA0CAC5532fFe5e9C26f308E64775,LVL,WETH,100
200,0xC1b10eA60dCBa8D0Ebd4985347282AcB22306E88,MGP,WETH,100
201,0x66026394F4526c460AbC8e112c8a230c84FaF710,USDC.E,1INCH,1
202,0x5a2B8DC0eaE54A23C263E17E085169415757Dc05,AAVE,ARB,30
203,0x7F6BAE32b47B44F7d3eB5d5F8d8Ce33434586B84,DAI,AAVE,30
204,0x4cF93aD26DB4E1e5593e11F49B318780389a471b,LINK,AAVE,30
205,0x16062F8871dA1b53Dc990EBC6765868ddcE1e5bE,UNI,AAVE,30
206,0x8F31cfCeAeEb429126b2DAe75D131a1195d2E163,AAVE,USDC,5
207,0x3Db70832F48F8c01ee041671f7BB1cfaA2677584,AAVE,USDC,30
208,0x30Dec55B51d7DAdF1ac568809Ea0bb079D435E85,AAVE,USDC,100
209,0x6409bD4e9Fe975dc7E31200380FE9de00aa35eC7,USDC.E,AAVE,30
210,0x32CFBAf7f1B030c1864bE53E40c56215d2761134,USDT,AAVE,5
211,0x49768b215014faC2C66680B03045fe32936b21e6,USDT,AAVE,30
212,0xd7f75785B6B3f7Ac01A98251b3174DEa969055ef,USDT,AAVE,100
213,0x9Dd5c384EC597D35a15469c18eB333CedFFedC3a,AAVE,WBTC,5
214,0x70EfbDcb541dc90e91C53096fBD087F80f67baE8,USDT,ALI,100
215,0xf6ec791F76328043D5e839783D32ad2491523050,DAI,ANKR,30
216,0x5A96d0218144904E7DaC9AA2712Ea1C54dF44A56,BADGER,APE,30
217,0xa7C20e531dFaEAa04334bD78b4602c8C103c3FB2,USDC,APE,30
218,0x6Bbeb14Afd8ab83AeF635cA98bC72773db1b8EE4,USDC.E,APE,100
219,0x7bD8cE8846c04cE0cB01724549D5Bb97d643D6CA,USDT,APE,5
220,0x8BcB2774112643D998ba72FF8AD363d99239BC2D,APE,MAGIC,100
221,0xC0877738946e8553215baCC0648F03bB89620Cd4,ARB,BUSD,100
222,0x5C13E7Eb0A26cA0C088Bd5B53439b062F4136C68,ARB,CRV,30
223,0x642BC6C3534E401fc6ba9Ac8B1B59f566EcA52e1,ARB,CRV,100
224,0x254026B59805235f73cd8c388CC886614D2cE78D,DAI,ARB,1
225,0x1001Dd6DD96a89771Eb268929a583c8c1aC924bA,DAI,ARB,5
226,0xC051405EdeF0E64eBfc501cFe1158Eb0D74F3208,DAI,ARB,30
227,0x7F457e25a92bAd1AeeCF2250A4ff80135F4e35c1,DAI,ARB,100
228,0x0D1E3e09771eD01a4d554aDd165f280eE2AAE17C,GMX,ARB,5
229,0x6fA169623Cef8245f7C5e457f994686eF8E8bF68,GMX,ARB,30
230,0xdb3D8a8eB6a3546160C60d907DDf60057a07b1fF,GMX,ARB,100
231,0x4Da74a33A04551554f6405619DC4e7b71E3E8C9b,GRT,ARB,30
232,0x0C26bE43A867e80E8E4b601Ae08DDDF1A93c1b9F,GRT,ARB,100
233,0x741aD3B0373c821d5c3db8753775a2C27cBDa1d6,ARB,LDO,5
234,0xA4A3Cd24E1f52D8075715e6F54d15f10BC8f2c1A,ARB,LDO,30
235,0x8b6149aF984140BD3F8e158CcDCD05984a4ad0f5,LINK,ARB,30
236,0x9025CeA765d103943AbB3B333595d0328e8Dd77C,LINK,ARB,100
237,0xd35D20BeBE632CA170d38aA1aeF57f9e502B79bA,LUSD,ARB,5
238,0x959779DF219C985CD21cdFE9A996a540Ea4F81a5,LUSD,ARB,100
239,0xd6104C77F6C893d3319Ece48e4ad6B524f24186a,ARB,MATIC,5
240,0xe8c329E76aEBbF34c1524459286619385f3b72C3,ARB,MATIC,30
241,0x569d1881343ECA7F774193578EbF3f80A9a7d5f5,ARB,MATIC,100
242,0xf2A882590Dc68E4a32B19e4a08cd6f10dDa7DfB4,SUSHI,ARB,100
243,0x46f3dE695F71960dcE58269c82FC59b222a76000,UNI,ARB,5
244,0x2038eEAa7100E08739352a37Ed67852E8529E8ED,UNI,ARB,100
245,0x616a2a065bFE53DA48e83E7d709fB428AA3C9F5B,USDC,ARB,1
246,0xb0f6cA40411360c03d41C5fFc5F179b8403CdcF8,USDC,ARB,5
247,0xaEBDcA1Bc8d89177EbE2308d62af5e74885DcCc3,USDC,ARB,30
248,0xAC9a19E85A49BACc28Bd2DeeCab3cdfADBFc3e00,USDC,ARB,100
249,0x855A24f58eB3bA4AF6bFbD77173371Ef9369a66B,USDC.E,ARB,1
250,0xcDa53B1F66614552F834cEeF361A8D12a0B8DaD8,USDC.E,ARB,5
251,0x81c48D31365e6B526f6BBadC5c9aaFd822134863,USDC.E,ARB,30
252,0xa8328bF492Ba1B77aD6381B3F7567D942b000baf,USDC.E,ARB,100
253,0xdB9F3540955B3c5Df246Dba83b96727Fcb3424A1,USDT,ARB,1
254,0xB791Ad21ba45C76629003b4A2f04c0d544406e37,USDT,ARB,5
255,0x97bca422Ec0Ee4851F2110eA743C1cd0a14835a1,USDT,ARB,30
256,0x80151aAe63b24A7e1837Fe578FB6bE026ae8AbBA,USDT,ARB,100
257,0x689C96ceAb93f5E131631D225D75DeA3fD37747E,ARB,WBTC,30
258,0x12c796F54C13183ED00e394036509349126F3A07,ARB,WBTC,100
259,0xE38216AadAdE48D132B92B4C7CF524d2F25a1F30,ARB,RDNT,100
260,0xBd9a2124F233718EE12ac4A3695624dee9F2E9F7,ARB,MAGIC,30
261,0xbb4b9eDcC740BfE6c3526F93d4c5E692cF57B846,ARB,MAGIC,100
262,0xbcD7fc8c5c840A4d9192eB8b6fa7BAAD770e040c,ARB,PENDLE,100
263,0x522B0b776f34dc3c762F0E74832F046A24491b6b,ARB,GNS,100
264,0x82F223c5F64D892785E7a5d11470ffA81eBcE614,ARB,MCB,30
265,0xba2ec06a52acb091b83eFEF261B10876eb0BaCEc,ARB,MCB,100
266,0xd7075e9906A4712C0E84af6e9C636F74E681EFc9,KNC,ARB,1
267,0xC358c49BB76E4B25FA99F198339b81D3970dFaFC,ARB,JOE,30
268,0x8529e5Fb7a28290b3AD5D8c310AC5a47E8B7829A,ARB,JOE,100
269,0x03dC361cA4CD37AF5918DaB1f08c042Ae25035ac,ARB,VELA,100
270,0xBFab133e05bF7291d75E1c852ED9Aca510Ee4fdc,ARB,GRAIL,100
271,0xbe900b9aCa6098f4D02b195125FC95FF2c1d1E6e,ARB,HEGIC,1
272,0x97BF6aCcacc6394158C436C624754c065FD0aDDB,ARB,HEGIC,5
273,0x76827b2F8bE9ca272b811Ed86a010e0F60243387,USDC,AXL,100
274,0x8A190fF019Cf6f3e23daD67CA5B081160Ba218B7,USDC.E,AXL,100
275,0x3d702Bf749B0aF563b8fbE194c99252894d4FE2d,USDT,AXL,30
276,0xADC8d91A17d8990684B67B6E96ecFdC4330b0a57,USDC.E,BADGER,100
277,0x293ff56de9f8bbe5F0960E58ba17BD95e4469807,USDT,BADGER,30
278,0x7F611A6Da79Af2a71ff0F371EC648Ca4c98091f3,USDT,BADGER,100
279,0x3bd89932666Ea8711602cEeF03CD46A9Ab5cF06a,DAI,BAL,100
280,0xCD4f949e92b6338523332425a908B31549C3855d,LINK,BAL,30
281,0xEeD664b348d4FF5B3FC996BB86E0Da9b0638e95E,SPELL,BAL,5
282,0x32daF1Db1072DBede6ab6a4D7344c3f64eb28Dde,USDC,BAL,30
283,0xD89dE6D0aCF232d0A936B5Df8040583bFd8AAa32,USDC,BAL,100
284,0x4eCBc437911DcE221B5f885813cAA2C93ca64094,USDC.E,BAL,100
285,0x9437346230Be303Ff105CaEDAcA72Ea38b8B58C6,USDT,BAL,5
286,0x0D8304c50D2670943E42EE98f8F28706c77bC668,USDC.E,BLUR,30
287,0x3C785DCaa3CEA68Dd29dE6c7F5769Cc102b71109,USDT,BOND,30
288,0x71c19a174E9920149261cb7B3157d726D1CD335D,UNI,CELR,30
289,0x5eB9Fe3F091B880108cbdcC9e391721BCe3e13f2,USDC.E,CELR,30
290,0xAE7c4F3750d2059BEEd9Bf6C9f9c2B78D869dB05,USDC.E,CELR,100
291,0x38ABeb158260155dE7177E62ddeF9Bc2CCe1D1DD,CELR,WBTC,30
292,0xc865E0F82e0723aFcA98B5e1d89D7531A643Dd69,DAI,COMP,100
293,0x2fFC817BffaCA4f167D5073D112a9AbAD24D4Ed4,USDC,COMP,100
294,0x347BF89A7df6658943D42b0B0aC7483200EbefBa,USDC.E,COMP,30
